Area,Location_Score,Square_Feet,Num_Bedrooms,Building_Age,Owner_Name,Street_Address,Price_BDT
Tomsom Bridge,3.0,1168,2,20,রায়হান আলি,"২২, হাকিমনগর, Tomsom Bridge, Cumilla",5811079.17
Chawkbazar,2.2,1171,2,8,করিম মজুমদার,"২৪, মনোহরস্টেশন, Chawkbazar, Cumilla",4013351.05
Chawkbazar,2.2,1954,3,8,মিলন মোড়ল,"২, পুরাতন তেরগড়, Chawkbazar, Cumilla",7613305.32
Kandirpar,4.0,1397,2,8,আসাদ প্রামানিক,"৪২৮, পশ্চিম ব্রাহ্মণডাঙ্গা, Kandirpar, Cumilla",6975768.13
Jhawtala,3.8,2094,3,15,মুনতাসির আলি,"৩, উত্তর হাজীচর, Jhawtala, Cumilla",9603868.42
Shashongacha,2.0,2578,4,15,বিপাশা সাহা,"৫, সৈয়দচত্বর, Shashongacha, Cumilla",9899280.42
Tomsom Bridge,3.0,1407,2,13,আদি বসু,"৫, অভয়মহাসড়ক, Tomsom Bridge, Cumilla",6044497.42
Kotbari,2.5,1913,3,23,আশুতোষ বসু,"৮, সুন্দরখালি মোড়, Kotbari, Cumilla",7032361.18
Tomsom Bridge,3.0,2036,3,3,তনয় আক্তার,"৬০, পশ্চিম রানীগাঁও প্লাজা, Tomsom Bridge, Cumilla",8823100.1
Race Course,3.2,2235,4,20,কাফি জাহান,"১৮৪, করিমগাঁ লেন, Race Course, Cumilla",9675087.14
Police Line,3.1,1494,2,13,মাধুরী সাহা,"৭, নালিতারোড, Police Line, Cumilla",6367862.4
Dharmapur,1.8,1118,2,10,অভি বসু,"৯৮, পূর্ব নালিতাপ্লাজা, Dharmapur, Cumilla",4612286.38
Race Course,3.2,1499,2,17,অদৃতা সিনহা,"২, উত্তর রায়গাঁ পার্ক, Race Course, Cumilla",6955807.27
Dharmapur,1.8,1778,3,21,নাদিম আক্তার,"৮৬, নতুন নালিতাতলা, Dharmapur, Cumilla",6503183.03
Shashongacha,2.0,1908,3,15,কাবেরি দাশগুপ্তা,"৬, বিরামগড় মহাসড়ক, Shashongacha, Cumilla",6582348.98
Race Course,3.2,1026,2,17,অনন্যা সিনহা,"৯, পুরাতন কেশবগড় কর্নার, Race Course, Cumilla",5307819.09
Jhawtala,3.8,1260,2,16,অঞ্জনা গাঙ্গুলি,"৬, হোসেনগাঁ রাস্তা, Jhawtala, Cumilla",6229867.04
Race Course,3.2,1384,2,5,আব্বাস খানম,"২, পশ্চিম কাজীগাঁও, Race Course, Cumilla",6218339.31
Race Course,3.2,800,2,0,অর্পিতা হুরাইরা,"৭, মধ্য ফকিরগাঁ, Race Course, Cumilla",4574817.73
Tomsom Bridge,3.0,2089,3,8,আরাধ্যা সাহা,"৫০০, মির্জালেন, Tomsom Bridge, Cumilla",9096764.78
Tomsom Bridge,3.0,932,2,9,ঈশানি চ্যাটার্জি,"৪৫৭, পূর্ব সোনাবাড়ি ঘাট, Tomsom Bridge, Cumilla",4337538.76
Jhawtala,3.8,1432,2,18,কবিতা আরা,"২০০, মধ্য রানীবাড়ি এভিনিউ, Jhawtala, Cumilla",6495149.79
Dharmapur,1.8,1637,2,10,কাবেরি দত্ত,"৭, কেশবখালি, Dharmapur, Cumilla",6429924.19
Kotbari,2.5,901,2,18,রাসেল চৌধুরী,"১৮৩, চৌদ্দগঞ্জ, Kotbari, Cumilla",3787082.35
Race Course,3.2,1412,2,6,রাশেদুল মন্ডল,"৭৮০, মোহাম্মদসেন্টার, Race Course, Cumilla",5747186.03
Kandirpar,4.0,2073,3,24,কবিতা কুমার,"৬২, বটিয়ামহল্লা, Kandirpar, Cumilla",9354194.8
Tomsom Bridge,3.0,2361,4,4,করিম রহমান,"১৩, ফটিকপুর, Tomsom Bridge, Cumilla",10568555.58
Tomsom Bridge,3.0,1313,2,22,রাসেল প্রামানিক,"৫০, পশ্চিম শরণগড়, Tomsom Bridge, Cumilla",5588015.11
Shashongacha,2.0,2343,4,17,কবিতা প্রামানিক,"১, ফকিররাস্তা, Shashongacha, Cumilla",8918463.92
Dharmapur,1.8,2146,3,1,আরুণি বাগচী,"৭, পাইকবাড়ি, Dharmapur, Cumilla",7489043.81
Dharmapur,1.8,1585,2,5,আরুণি তালুকদার,"২১, মোল্লাগাঁ মহল্লা, Dharmapur, Cumilla",6492996.53
Bagichagaon,3.5,1878,3,17,মাধুরী সিনহা,"৮৭, বন্দরগঞ্জ, Bagichagaon, Cumilla",7696508.75
Kotbari,2.5,1391,2,19,হৈমন্তী মৃধা,"৫, মিরগলি, Kotbari, Cumilla",5835951.73
Race Course,3.2,1864,3,17,অজয় মৃধা,"৪, শরণবাজার, Race Course, Cumilla",7525182.34
Kotbari,2.5,1656,3,10,অর্ঘ্য সিং,"৩৭৬, পশ্চিম বিশ্বনাথমোড়, Kotbari, Cumilla",6776265.49
Jhawtala,3.8,1294,2,14,বিপাশা বসু,"১৭৫, পূর্ব মোহনস্ট্যান্ড, Jhawtala, Cumilla",6062768.33
Bagichagaon,3.5,800,2,18,ডলি দত্ত,"৪৭৯, বন্দরডাঙ্গা লেন, Bagichagaon, Cumilla",4560771.19
Shashongacha,2.0,1245,2,10,সজীব আক্তার,"১০, উত্তর রানীঘাট, Shashongacha, Cumilla",4736325.95
Police Line,3.1,800,2,9,রাজু তালুকদার,"৩৭, পূর্ব মানিকদিয়া রাস্তা, Police Line, Cumilla",5104921.67
Tomsom Bridge,3.0,2194,3,8,নিশিতা দত্ত,"৮, পুরাতন রামগঞ্জ, Tomsom Bridge, Cumilla",8932652.2
Tomsom Bridge,3.0,1258,2,10,আশুতোষ মোড়ল,"৪৯৩, শিবসড়ক, Tomsom Bridge, Cumilla",5825714.02
Police Line,3.1,1718,3,4,আতাহার মিঞা,"৫০৫, পশ্চিম হোসেনস্ট্যান্ড, Police Line, Cumilla",7772806.4
Kandirpar,4.0,2053,3,1,রাশেদ প্রামানিক,"২৭৫, সুন্দরমহল্লা, Kandirpar, Cumilla",9438153.12
Bagichagaon,3.5,1206,2,1,রায়হান আলি,"৭, নতুন সদরসেন্টার, Bagichagaon, Cumilla",7127497.7
Police Line,3.1,1294,2,9,শহিদুল মোড়ল,"৪৯, মানিকহার, Police Line, Cumilla",6092132.71
Kotbari,2.5,1667,3,21,আদি বাগচী,"৭, বিশ্বনাথপার্ক, Kotbari, Cumilla",6785199.2
Kandirpar,4.0,1220,2,9,বিপাশা প্রামানিক,"৮৬, দক্ষিণ বদরমোড়, Kandirpar, Cumilla",6725785.38
Tomsom Bridge,3.0,1363,2,23,মাধুরী ঘোষ,"৬০৬, ওসমানীচত্বর, Tomsom Bridge, Cumilla",6942749.03
Bagichagaon,3.5,2025,3,10,হৈমন্তী শুক্লা,"৫১, দক্ষিণ শান্তিগাঁও কর্নার, Bagichagaon, Cumilla",8699821.16
Shashongacha,2.0,1675,3,13,ডলি মজুমদার,"৫৯৯, পশ্চিম মোহনদিয়া পাড়া, Shashongacha, Cumilla",6229651.58
Bagichagaon,3.5,2094,3,20,কাফি খান,"৮৯৩, মোল্লাহার, Bagichagaon, Cumilla",8764093.56
Race Course,3.2,1967,3,0,অর্পিতা পোদ্দার,"৬৫৬, শ্যামগাঁও, Race Course, Cumilla",8694002.69
Race Course,3.2,1697,3,19,অভি কাদের,"৫, মাধবনগর পার্ক, Race Course, Cumilla",7681511.71
Shashongacha,2.0,1742,3,18,রায়হান প্রামানিক,"৮৭৮, মোহাম্মদগ্রাম, Shashongacha, Cumilla",5754809.71
Race Course,3.2,1973,3,8,আশা আরা,"৯, শান্তিরাস্তা, Race Course, Cumilla",8332078.99
Kandirpar,4.0,1413,2,3,বাকের হুরাইরা,"৫, সোনামাটি, Kandirpar, Cumilla",7392151.83
Tomsom Bridge,3.0,2041,3,13,আরিয়ান সরকার,"৪৬, উত্তর লালঘাট, Tomsom Bridge, Cumilla",9074178.32
Kandirpar,4.0,1412,2,17,মাধু সিং,"৩১৭, পুরাতন মির্জাচত্বর, Kandirpar, Cumilla",6405997.88
Kotbari,2.5,1907,3,7,নিশিতা সিনহা,"২২০, বিজয়খালি কর্নার, Kotbari, Cumilla",6736235.97
Police Line,3.1,1905,3,21,অভি আলম,"২০, নতুন দাউদপুর এভিনিউ, Police Line, Cumilla",7675451.76
Kotbari,2.5,1738,3,12,অদিতি বিশ্বাস,"১০, দক্ষিণ আলমএভিনিউ, Kotbari, Cumilla",7264939.16
Police Line,3.1,990,2,15,ঈশানি ঘোষ,"৯, মানিকগ্রাম পার্ক, Police Line, Cumilla",4368044.93
Kotbari,2.5,1249,2,13,শুভ আক্তার,"৮, নতুন দেববাজার, Kotbari, Cumilla",5037126.12
Jhawtala,3.8,1646,2,8,অদিতি মিত্র,"১২৩, মোল্লারাস্তা, Jhawtala, Cumilla",7906030.6
Chawkbazar,2.2,1409,2,9,নাইম সরকার,"৬৪৩, দৌলতহাট মহল্লা, Chawkbazar, Cumilla",5654559.85
Tomsom Bridge,3.0,2206,4,17,নাইম জামান,"১০৪, রামহাট কর্নার, Tomsom Bridge, Cumilla",8894685.38
Kotbari,2.5,1776,3,13,তন্ময় ইসলাম,"৯৫৯, উজিরহাট, Kotbari, Cumilla",7138939.02
Race Course,3.2,1651,3,22,সুরভি দাস,"৫৬, নতুন মোহাম্মদহাট, Race Course, Cumilla",7224249.32
Chawkbazar,2.2,1997,3,23,মিনা মজুমদার,"৭, নতুন হাজীপুর, Chawkbazar, Cumilla",7195802.82
Bagichagaon,3.5,2214,4,23,মিনা আক্তার,"৬২, শান্তিগলি, Bagichagaon, Cumilla",8921906.14
Race Course,3.2,1133,2,8,কাফি রহমান,"১৯, পূর্ব সখিরোড, Race Course, Cumilla",5192120.7
Bagichagaon,3.5,1951,3,6,আশালতা তালুকদার,"৮, পুরাতন মোড়লগ্রাম পার্ক, Bagichagaon, Cumilla",8558177.16
Police Line,3.1,1076,2,3,ইশতিয়াক প্রামানিক,"৫৮, সখিবাজার প্লাজা, Police Line, Cumilla",4333753.37
Shashongacha,2.0,1992,3,7,চয়ন সিং,"৬৩৬, মোল্লাগ্রাম স্ট্যান্ড, Shashongacha, Cumilla",7267644.72
Jhawtala,3.8,1865,3,9,আরাধ্যা ঠাকুর,"৪৮৩, বিশ্বনাথগঞ্জ, Jhawtala, Cumilla",8210579.64
Tomsom Bridge,3.0,1366,2,16,বাঁধন মিঞা,"৪১৮, দক্ষিণ বাকেরচত্বর, Tomsom Bridge, Cumilla",6098170.62
Jhawtala,3.8,1755,3,1,প্রদীপ মিশ্র,"৫৭৩, হাজীখালি পার্ক, Jhawtala, Cumilla",8633785.65
Tomsom Bridge,3.0,1196,2,24,আজাদ খান,"১০, পুরাতন করিমপার্ক, Tomsom Bridge, Cumilla",5211997.43
Kandirpar,4.0,2308,4,8,অক্ষয় প্রধান,"৮৪, দক্ষিণ কমলমহাসড়ক, Kandirpar, Cumilla",11209406.99
Jhawtala,3.8,1446,2,24,রাজ আবদুল্লাহ,"৯, পুরাতন দৌলতপ্লাজা, Jhawtala, Cumilla",6556965.67
Police Line,3.1,1729,3,12,বাদল মৃধা,"৬৯, মিরচর এভিনিউ, Police Line, Cumilla",7598423.29
Tomsom Bridge,3.0,1848,3,9,মাধুরী বিশ্বাস,"৭১৬, পূর্ব কুমারবাজার, Tomsom Bridge, Cumilla",7736766.44
Kandirpar,4.0,1510,2,7,মনোজ সিং,"৬১০, মোল্লাগড় গলি, Kandirpar, Cumilla",8067353.5
Bagichagaon,3.5,2001,3,24,প্রশান্ত মজুমদার,"৫৭, পুরাতন পলাশগাঁ, Bagichagaon, Cumilla",8588942.84
Bagichagaon,3.5,1614,2,13,আসাদ ইসলাম,"৮, দেবগাঁ, Bagichagaon, Cumilla",8360518.14
Kotbari,2.5,2019,3,13,নাদিম মোড়ল,"৮৫৬, বাজিতখালি গলি, Kotbari, Cumilla",8003424.16
Bagichagaon,3.5,1696,3,0,আবির মজুমদার,"৯৭৯, নতুন জগন্নাথগাঁও স্টেশন, Bagichagaon, Cumilla",8227185.04
Dharmapur,1.8,2255,4,14,আরুণি আচার্য্য,"৯৭, বিজয়চত্বর, Dharmapur, Cumilla",8421914.32
Jhawtala,3.8,1392,2,4,নাইম চৌধুরী,"৯৯৫, উত্তর উজিরলেন, Jhawtala, Cumilla",6282683.06
Shashongacha,2.0,1382,2,5,অদিতি প্রামানিক,"৯৬, মধ্য রায়রাস্তা, Shashongacha, Cumilla",5592910.02
Police Line,3.1,1095,2,4,আরুণি দত্ত,"৫১, দক্ষিণ মোড়লপ্লাজা, Police Line, Cumilla",5742252.44
Police Line,3.1,1554,2,11,আলিয়া বর্মন,"৪৩, ব্রাহ্মণতলা, Police Line, Cumilla",7237812.2
Race Course,3.2,1438,2,10,মিথিলা মৃধা,"৯৩, উত্তর বন্দরহাট, Race Course, Cumilla",5765561.87
Shashongacha,2.0,1790,3,6,মুশফিক মন্ডল,"২৯৪, পুরাতন বদরপুর পাড়া, Shashongacha, Cumilla",6459168.66
Jhawtala,3.8,1855,3,14,জয়ন্ত মন্ডল,"১৯৯, নন্দীডাঙ্গা, Jhawtala, Cumilla",9094876.42
Jhawtala,3.8,1334,2,22,কাফি তালুকদার,"৯৫, দক্ষিণ বন্দরগ্রাম পার্ক, Jhawtala, Cumilla",5819386.78
Tomsom Bridge,3.0,1047,2,24,রাসেল মৃধা,"৫০, করিমস্টেশন, Tomsom Bridge, Cumilla",4989797.42
Bagichagaon,3.5,1879,3,10,নন্দিতা আওয়াল,"২২, পুরাতন শরণপাড়া, Bagichagaon, Cumilla",8835271.02
Kotbari,2.5,2461,4,3,একরামুল মন্ডল,"২১২, দেবীগড় ঘাট, Kotbari, Cumilla",9792333.22
Jhawtala,3.8,1195,2,18,বিরাট মোড়ল,"৩৪৫, নতুন জগন্নাথকর্নার, Jhawtala, Cumilla",5852860.9
Kandirpar,4.0,1597,2,16,অঞ্জনা মিত্র,"৮৯, মনিরামগ্রাম কর্নার, Kandirpar, Cumilla",7036780.82
Race Course,3.2,1821,3,19,দূর্গা সিনহা,"১৪২, উত্তর চৌদ্দখালি স্টেশন, Race Course, Cumilla",7472680.71
Police Line,3.1,1462,2,18,অঞ্জনা বসু,"৫৭১, অভয়স্ট্যান্ড, Police Line, Cumilla",6873865.06
Bagichagaon,3.5,800,2,17,চঞ্চল চৌধুরী,"৮, পূর্ব কালীদিয়া প্লাজা, Bagichagaon, Cumilla",4635744.66
Kandirpar,4.0,1725,3,9,কাফি আবদুল্লাহ,"৫, পশ্চিম হাকিমএভিনিউ, Kandirpar, Cumilla",7864857.24
Police Line,3.1,1179,2,1,রাজ চৌধুরী,"৮৩৭, পূর্ব বিরামস্ট্যান্ড, Police Line, Cumilla",6262629.95
Shashongacha,2.0,1605,2,15,প্রিতম ইসলাম,"৪, শরণগ্রাম কর্নার, Shashongacha, Cumilla",5850221.61
Kandirpar,4.0,1246,2,18,একরামুল জাহান,"১১, পূর্ব হোসেনবাড়ি, Kandirpar, Cumilla",6572293.04
Chawkbazar,2.2,1023,2,2,অহনা মোড়ল,"৫১৬, পুরাতন গোপালমাটি, Chawkbazar, Cumilla",5625945.27
Bagichagaon,3.5,1743,3,14,রায়হান বেগম,"৮৩, জগন্নাথডাঙ্গা প্লাজা, Bagichagaon, Cumilla",7604911.75
Kandirpar,4.0,2309,4,11,আরিয়ান পাল,"৯৮, নতুন রামবাড়ি, Kandirpar, Cumilla",10250786.26
Tomsom Bridge,3.0,1838,3,14,অদৃতা ঠাকুর,"৯৭, মোহাম্মদগাঁ, Tomsom Bridge, Cumilla",7588868.34
Kotbari,2.5,1256,2,16,করিম মোড়ল,"৬৯৫, নাসিরগাঁ প্লাজা, Kotbari, Cumilla",5508209.8
Dharmapur,1.8,1569,2,13,শান্ত দে,"১৮, সৈয়দতলা, Dharmapur, Cumilla",5542570.32
Police Line,3.1,1815,3,6,রিনা ঠাকুর,"৪৪১, শরণগঞ্জ মহল্লা, Police Line, Cumilla",7332589.79
Kandirpar,4.0,1101,2,19,আজাদ চৌধুরী,"৩, পশ্চিম বাঘারখালি, Kandirpar, Cumilla",6675686.32
Kotbari,2.5,2148,3,5,অর্ক সিনহা,"৮, দেবগঞ্জ, Kotbari, Cumilla",8980022.82
Shashongacha,2.0,1147,2,20,শহিদুল হুরাইরা,"৫৬৫, শান্তিপুর গলি, Shashongacha, Cumilla",4040944.78
Dharmapur,1.8,1112,2,20,রাজ তালুকদার,"৬৪১, নতুন চৌদ্দদিয়া এভিনিউ, Dharmapur, Cumilla",4441806.22
Chawkbazar,2.2,1644,2,14,সৌমিক বাগচী,"৭, ফটিকনগর রাস্তা, Chawkbazar, Cumilla",6713561.99
Dharmapur,1.8,1407,2,23,রিনা দেব,"১৯, দক্ষিণ নাজিররোড, Dharmapur, Cumilla",4753937.2
Jhawtala,3.8,1243,2,0,আলিয়া আলি,"৫, উত্তর লালবাড়ি রাস্তা, Jhawtala, Cumilla",6404917.99
Jhawtala,3.8,1922,3,6,মোস্তাফিজ মিঞা,"৫, রানীপুর, Jhawtala, Cumilla",8495415.26
Kotbari,2.5,2271,4,12,অভি হক,"৮০, দক্ষিণ কালীকর্নার, Kotbari, Cumilla",8691215.33
Dharmapur,1.8,1485,2,4,দূর্গা মৃধা,"৭, নাসিরলেন, Dharmapur, Cumilla",5629027.65
Dharmapur,1.8,1845,3,0,আনিস হুরাইরা,"৬৩, মধ্য করিমবাড়ি মহাসড়ক, Dharmapur, Cumilla",7705716.82
Police Line,3.1,1886,3,21,ইমন মুখার্জি,"৯৫, বটিয়াদিয়া লেন, Police Line, Cumilla",7149660.46
Shashongacha,2.0,1312,2,16,বিপাশা সরকার,"৪৭, ইসলামগাঁ পার্ক, Shashongacha, Cumilla",5127084.74
Dharmapur,1.8,1171,2,4,বিরাট চৌধুরী,"৯০, ফুলডাঙ্গা ঘাট, Dharmapur, Cumilla",5257948.85
Kandirpar,4.0,1281,2,12,আকাশ তালুকদার,"৯৫, মধ্য মোহনগাঁ রাস্তা, Kandirpar, Cumilla",7172782.51
Kandirpar,4.0,1816,3,19,বিনয় রাও,"৮১৫, পশ্চিম দাউদতলা রোড, Kandirpar, Cumilla",7854861.53
Police Line,3.1,1577,2,1,শেখর মোড়ল,"৪, নতুন ফুলগাঁ রাস্তা, Police Line, Cumilla",7174471.49
Dharmapur,1.8,1437,2,4,তনয় বসু,"৯, মাধবতলা, Dharmapur, Cumilla",5329536.23
Kandirpar,4.0,1404,2,20,বিনা আক্তার,"১৯৪, নতুন মনোহরগাঁও মহল্লা, Kandirpar, Cumilla",6359168.62
Jhawtala,3.8,1509,2,7,আরিয়া যাদব,"৪, পূর্ব নাজিরগঞ্জ, Jhawtala, Cumilla",7510116.94
Shashongacha,2.0,2258,4,1,রাশেদ মজুমদার,"৯, মোড়লডাঙ্গা, Shashongacha, Cumilla",8712806.36
Jhawtala,3.8,1410,2,16,প্রশান্ত সিং,"৫, আলিবাজার রাস্তা, Jhawtala, Cumilla",7958770.92
Race Course,3.2,1761,3,13,আরিয়ান মজুমদার,"২৪, লালগঞ্জ, Race Course, Cumilla",8859780.43
Dharmapur,1.8,2343,4,13,অমল মন্ডল,"৩, শিবগাঁ, Dharmapur, Cumilla",8439977.1
Race Course,3.2,2309,4,4,মৃনাল সরকার,"৫৪৬, জগন্নাথবাজার মোড়, Race Course, Cumilla",9836196.59
Tomsom Bridge,3.0,1810,3,17,আরাধ্যা রায়,"৫০, নতুন উজিরগাঁ সেন্টার, Tomsom Bridge, Cumilla",7778727.8
Dharmapur,1.8,905,2,19,লতা সুলতানা,"২, পশ্চিম কুমারবাড়ি মোড়, Dharmapur, Cumilla",3615527.94
Shashongacha,2.0,1885,3,19,চঞ্চল আক্তার,"৭০৭, মোহাম্মদবাজার, Shashongacha, Cumilla",7229460.98
Shashongacha,2.0,1816,3,1,মিলা সিং,"৫৮০, লালচর, Shashongacha, Cumilla",7193237.39
Tomsom Bridge,3.0,971,2,23,প্রান্ত গঙ্গোপাধ্যায়,"৪৭৩, মধ্য নন্দীবাজার, Tomsom Bridge, Cumilla",4211415.88
Police Line,3.1,1321,2,18,বাঁধন গঙ্গোপাধ্যায়,"১, মধ্য শিবপুর, Police Line, Cumilla",5729840.09
Kotbari,2.5,1145,2,2,অক্ষয় দেব,"২৪২, মধ্য মিরবাড়ি, Kotbari, Cumilla",5241098.24
Kandirpar,4.0,2012,3,19,অজিত সিং,"২, পশ্চিম সখিডাঙ্গা, Kandirpar, Cumilla",8826397.02
Kotbari,2.5,2149,3,17,প্রিয়া সুলতানা,"৪৯, বিজয়ডাঙ্গা রোড, Kotbari, Cumilla",8842677.42
Bagichagaon,3.5,1779,3,1,হৈমন্তী তালুকদার,"৬৪৬, কেশববাড়ি এভিনিউ, Bagichagaon, Cumilla",8062701.39
Dharmapur,1.8,2070,3,4,প্রিয় সরকার,"৪৯, দৌলতমহাসড়ক, Dharmapur, Cumilla",8850542.41
Jhawtala,3.8,1892,3,4,লতা হক,"৮৮২, দক্ষিণ হোসেনগড় এভিনিউ, Jhawtala, Cumilla",9082957.49
Dharmapur,1.8,2181,3,9,আবির আওয়াল,"১১০, পূর্ব জগন্নাথগ্রাম, Dharmapur, Cumilla",8462570.25
Jhawtala,3.8,1241,2,24,অদৃতা মিত্র,"৪৩, পুরাতন সোনাগ্রাম, Jhawtala, Cumilla",5633718.11
Police Line,3.1,1830,3,9,আলিয়া তালুকদার,"৫, উত্তর মির্জামহল্লা, Police Line, Cumilla",7226068.6
Kotbari,2.5,1669,3,21,প্রিতম বন্দোপাধ্যায়,"৭০, নন্দীনগর, Kotbari, Cumilla",6885891.07
Tomsom Bridge,3.0,1700,3,14,মাধু মৃধা,"৯২, পুরাতন কুমারমাটি, Tomsom Bridge, Cumilla",7702541.98
Shashongacha,2.0,1318,2,4,শ্রাবন্তী দাস,"২০, উত্তর দেবগলি, Shashongacha, Cumilla",5368988.99
Police Line,3.1,1063,2,18,জয়দীপ সিং,"২৯, নতুন বাঘাররাস্তা, Police Line, Cumilla",5147780.33
Kandirpar,4.0,1138,2,19,আদি তালুকদার,"১৫৫, পশ্চিম বাকেরদিয়া, Kandirpar, Cumilla",6550457.85
Kandirpar,4.0,1889,3,16,দূর্গা মৃধা,"২, ফটিকগাঁও, Kandirpar, Cumilla",8258327.7
Dharmapur,1.8,980,2,22,আজাদ মিঞা,"৬৬, বটিয়াদিয়া, Dharmapur, Cumilla",3877033.26
Kotbari,2.5,875,2,13,আব্বাস হাকিম,"৬৮৭, নাসিরগলি, Kotbari, Cumilla",3993898.86
Tomsom Bridge,3.0,1999,3,1,কাফি প্রামানিক,"৯৫, মধ্য শান্তিগড় পাড়া, Tomsom Bridge, Cumilla",8764717.24
Shashongacha,2.0,1182,2,16,বাকের তালুকদার,"৭৭, নতুন নালিতাগঞ্জ, Shashongacha, Cumilla",4672139.78
Bagichagaon,3.5,1612,2,21,শাহাবাজ মৃধা,"৬৫৪, কুমারমাটি প্লাজা, Bagichagaon, Cumilla",7200692.44
Chawkbazar,2.2,1771,3,6,শুভ উদ্দিন,"৪, কালীবাজার পার্ক, Chawkbazar, Cumilla",6447420.95
Kandirpar,4.0,1837,3,14,তুষার তালুকদার,"৫, দক্ষিণ সুন্দরবাড়ি পাড়া, Kandirpar, Cumilla",7931636.75
Kotbari,2.5,1683,3,6,আরাধ্যা সরকার,"৯৯, নন্দীপুর চত্বর, Kotbari, Cumilla",6820545.53
Tomsom Bridge,3.0,1034,2,11,আতাহার হক,"৬, পুরাতন বিজয়হার স্ট্যান্ড, Tomsom Bridge, Cumilla",6350326.71
Race Course,3.2,1967,3,24,প্রত্যয় সিনহা,"২০, দক্ষিণ মুরাদহাট স্টেশন, Race Course, Cumilla",8297679.15
Dharmapur,1.8,2112,3,21,সজীব আবদুল্লাহ,"৪০, বাঘারচর, Dharmapur, Cumilla",7629524.47
Race Course,3.2,1406,2,7,বাসির হক,"৫২, দক্ষিণ ইসলামবাড়ি লেন, Race Course, Cumilla",6770458.6
Kotbari,2.5,2956,5,20,আনন্দ মোড়ল,"৯০০, পশ্চিম রানীবাজার চত্বর, Kotbari, Cumilla",11447844.37
Race Course,3.2,1510,2,4,প্রদীপ মৃধা,"৫, উত্তর সদরহার সেন্টার, Race Course, Cumilla",7503300.42
Shashongacha,2.0,2018,3,0,কাফি চৌধুরী,"৩১৭, পূর্ব সৈয়দপুর, Shashongacha, Cumilla",8135769.79
Tomsom Bridge,3.0,1206,2,18,অর্ক আক্তার,"৫০, ওসমানীগ্রাম, Tomsom Bridge, Cumilla",5639478.39
Tomsom Bridge,3.0,1708,3,7,বিনা খান,"৬, উত্তর সখিগলি, Tomsom Bridge, Cumilla",7619131.83
Shashongacha,2.0,1563,2,17,অনিন্দিতা বিশ্বাস,"৯৬, নাসিরগড়, Shashongacha, Cumilla",6442125.18
Dharmapur,1.8,1564,2,13,ডলি সিনহা,"২৬, কমলমোড়, Dharmapur, Cumilla",5559056.93
Race Course,3.2,1274,2,11,রোহিত উদ্দিন,"৬৮১, নতুন কুমারহাট পাড়া, Race Course, Cumilla",6232199.29
Bagichagaon,3.5,1310,2,20,মুনতাসির হোসাইন,"৩, মধুমোড়, Bagichagaon, Cumilla",6369757.85
Chawkbazar,2.2,1453,2,3,তুষার তালুকদার,"৪৮৬, পূর্ব কালিয়াতলা মোড়, Chawkbazar, Cumilla",4945860.36
Dharmapur,1.8,1452,2,18,মিষ্টি তাবাসসুম,"৪৮৭, উত্তর মানিকস্ট্যান্ড, Dharmapur, Cumilla",4911537.01
Tomsom Bridge,3.0,1603,2,20,ইশতিয়াক আবদুল্লাহ,"৬৩৬, পলাশচত্বর, Tomsom Bridge, Cumilla",6688274.77
Kotbari,2.5,2151,3,6,অভিষেক চ্যাটার্জি,"৭৪, সোনাকর্নার, Kotbari, Cumilla",8078713.25
Shashongacha,2.0,2346,4,22,অদৃতা পোদ্দার,"৫৭১, উত্তর ইসলামলেন, Shashongacha, Cumilla",9091095.56
Tomsom Bridge,3.0,1499,2,22,শ্রাবন্তী আক্তার,"২৩০, ফটিকগ্রাম সড়ক, Tomsom Bridge, Cumilla",5680018.15
Kandirpar,4.0,1615,2,18,অলোকা বসু,"৩, পূর্ব বালিয়াখালি, Kandirpar, Cumilla",7704566.27
Kotbari,2.5,1236,2,16,ইমন শুক্লা,"৪৩, মধ্য করিমতলা, Kotbari, Cumilla",4617807.75
Kandirpar,4.0,1170,2,5,আব্বাস হক,"৫৮, পূর্ব সোনাডাঙ্গা গলি, Kandirpar, Cumilla",6708772.69
Police Line,3.1,1979,3,16,বাসির খান,"৯, কাজীরাস্তা, Police Line, Cumilla",8413654.91
Chawkbazar,2.2,1521,2,5,অর্ঘ্য মৃধা,"৩৫, করিমমহাসড়ক, Chawkbazar, Cumilla",5228245.24
Police Line,3.1,1751,3,12,নাইম খান,"৩৭০, উত্তর বিশ্বনাথস্ট্যান্ড, Police Line, Cumilla",7270450.51
Chawkbazar,2.2,1445,2,2,করিম আবদুল্লাহ,"৭, উত্তর মির্জাহাট লেন, Chawkbazar, Cumilla",5798230.93
Kandirpar,4.0,1639,2,7,আলিয়া বেগম,"৭৫, পুরাতন অভয়গড়, Kandirpar, Cumilla",7988293.12
Kandirpar,4.0,1567,2,21,নিশিতা সেন,"৬, পুরাতন অভয়প্লাজা, Kandirpar, Cumilla",7404750.89
Shashongacha,2.0,2080,3,9,আলিয়া মন্ডল,"৮৫৩, মোহাম্মদমাটি, Shashongacha, Cumilla",8137941.36
Kotbari,2.5,1716,3,4,মাধু প্রামানিক,"৬৩৩, শিবপ্লাজা, Kotbari, Cumilla",5878281.48
Kandirpar,4.0,2065,3,13,আসাদ আক্তার,"৮, বাকেরখালি সড়ক, Kandirpar, Cumilla",9627910.6
